Req. Creation Date,Creation Time,Req. Creation Date - Year Week ISO,Request - ID,Request - Priority Description,Historical Status - Status From,Historical Status - Status To,Historical Status - Change Date,Historical Status - Change Time,Macro Area - Name,Request - Resource Assigned To - GROUP SAP MD,Macro Area (SAP) - MA Area,Request - User Name,Request - Resource Assigned To - Name,Req. Type - Description EN,Req. Status - Description,Req. Closing Date,Request - Text Request,Request - Text Answer,Request - Category,Request - Subject description
2025-03-21,16:55:04,202512,A3253424L,P3 - Normal,Suspended,Solved,2025-03-25,160123,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,ADRIAN WILLIAMS,Menon Nivhin,Incident,Closed,2025-03-30,Enter a description of your request: : FMS Journal upload ABAP runtime error..System (RP1/ CP1/ MIM) : RP1..Brand : Vision Express..COUNTRY : UK..SAP Site # : VISION EXPRESS UK LTD..SAP User ID : WADRIAN,ISsue: User faced ST22 dump on upload to ZFL_ACCT_LOADER....Analysis: The upload file had extra columns/fields that is offsetting the next set of records.....Resolution: The user was able to identify the issue in the upload file and got it corrected.,Sap Errors SAP Retail (FMS1) NA,FIN_FINGLD_GB_VEX_XXXX - Error on upload in ZFGL_ACCT_LOADER
2025-03-21,16:55:04,202512,A3253424L,P3 - Normal,To be defined,Work in progress,2025-03-21,215411,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,ADRIAN WILLIAMS,Menon Nivhin,Incident,Closed,2025-03-30,Enter a description of your request: : FMS Journal upload ABAP runtime error..System (RP1/ CP1/ MIM) : RP1..Brand : Vision Express..COUNTRY : UK..SAP Site # : VISION EXPRESS UK LTD..SAP User ID : WADRIAN,ISsue: User faced ST22 dump on upload to ZFL_ACCT_LOADER....Analysis: The upload file had extra columns/fields that is offsetting the next set of records.....Resolution: The user was able to identify the issue in the upload file and got it corrected.,Sap Errors SAP Retail (FMS1) NA,FIN_FINGLD_GB_VEX_XXXX - Error on upload in ZFGL_ACCT_LOADER
2025-03-21,16:55:04,202512,A3253424L,P3 - Normal,Work in progress,Suspended,2025-03-21,225016,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,ADRIAN WILLIAMS,Menon Nivhin,Incident,Closed,2025-03-30,Enter a description of your request: : FMS Journal upload ABAP runtime error..System (RP1/ CP1/ MIM) : RP1..Brand : Vision Express..COUNTRY : UK..SAP Site # : VISION EXPRESS UK LTD..SAP User ID : WADRIAN,ISsue: User faced ST22 dump on upload to ZFL_ACCT_LOADER....Analysis: The upload file had extra columns/fields that is offsetting the next set of records.....Resolution: The user was able to identify the issue in the upload file and got it corrected.,Sap Errors SAP Retail (FMS1) NA,FIN_FINGLD_GB_VEX_XXXX - Error on upload in ZFGL_ACCT_LOADER
2025-03-21,18:18:08,202512,A3253713L,P4 - Low,Solved,Closed,2025-04-01,122157,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,SCOTT DEVIN,Battula Hima Sri,Incident,Closed,2025-04-01,Please pick the core business process : Payment..Enter a brief summary of request: : When running through the LUW the billing document is getting created but there is something causing it to not write to the ZFI_EMCLM_AR. CLAIM 118778223800 ..Enter a description of your request: : Please follow all steps attached for each claim so they may process successfully..Describe all the steps you took : The attached process was researched and determined previously as the correct process for claims failing for this error,"Request in the incident:....To update Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800.....Resolution:....Updated Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800 following the steps provided in the incident. Business confirmed for closure. Hence closing the incident.",Sap Errors SAP Retail (FMS1) NA,FIN_EYEMED_US_EYD_XXXX : Error on the claim # 118778223800 in the  table  ZFI_EMCLM_AR
2025-03-21,18:18:08,202512,A3253713L,P4 - Low,Suspended,Work in progress,2025-03-27,112000,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,SCOTT DEVIN,Battula Hima Sri,Incident,Closed,2025-04-01,Please pick the core business process : Payment..Enter a brief summary of request: : When running through the LUW the billing document is getting created but there is something causing it to not write to the ZFI_EMCLM_AR. CLAIM 118778223800 ..Enter a description of your request: : Please follow all steps attached for each claim so they may process successfully..Describe all the steps you took : The attached process was researched and determined previously as the correct process for claims failing for this error,"Request in the incident:....To update Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800.....Resolution:....Updated Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800 following the steps provided in the incident. Business confirmed for closure. Hence closing the incident.",Sap Errors SAP Retail (FMS1) NA,FIN_EYEMED_US_EYD_XXXX : Error on the claim # 118778223800 in the  table  ZFI_EMCLM_AR
2025-03-21,18:18:08,202512,A3253713L,P4 - Low,To be defined,Work in progress,2025-03-21,195751,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,SCOTT DEVIN,Battula Hima Sri,Incident,Closed,2025-04-01,Please pick the core business process : Payment..Enter a brief summary of request: : When running through the LUW the billing document is getting created but there is something causing it to not write to the ZFI_EMCLM_AR. CLAIM 118778223800 ..Enter a description of your request: : Please follow all steps attached for each claim so they may process successfully..Describe all the steps you took : The attached process was researched and determined previously as the correct process for claims failing for this error,"Request in the incident:....To update Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800.....Resolution:....Updated Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800 following the steps provided in the incident. Business confirmed for closure. Hence closing the incident.",Sap Errors SAP Retail (FMS1) NA,FIN_EYEMED_US_EYD_XXXX : Error on the claim # 118778223800 in the  table  ZFI_EMCLM_AR
2025-03-21,18:18:08,202512,A3253713L,P4 - Low,Work in progress,Solved,2025-03-27,112149,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,SCOTT DEVIN,Battula Hima Sri,Incident,Closed,2025-04-01,Please pick the core business process : Payment..Enter a brief summary of request: : When running through the LUW the billing document is getting created but there is something causing it to not write to the ZFI_EMCLM_AR. CLAIM 118778223800 ..Enter a description of your request: : Please follow all steps attached for each claim so they may process successfully..Describe all the steps you took : The attached process was researched and determined previously as the correct process for claims failing for this error,"Request in the incident:....To update Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800.....Resolution:....Updated Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800 following the steps provided in the incident. Business confirmed for closure. Hence closing the incident.",Sap Errors SAP Retail (FMS1) NA,FIN_EYEMED_US_EYD_XXXX : Error on the claim # 118778223800 in the  table  ZFI_EMCLM_AR
2025-03-21,18:18:08,202512,A3253713L,P4 - Low,Work in progress,Suspended,2025-03-25,195825,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,SCOTT DEVIN,Battula Hima Sri,Incident,Closed,2025-04-01,Please pick the core business process : Payment..Enter a brief summary of request: : When running through the LUW the billing document is getting created but there is something causing it to not write to the ZFI_EMCLM_AR. CLAIM 118778223800 ..Enter a description of your request: : Please follow all steps attached for each claim so they may process successfully..Describe all the steps you took : The attached process was researched and determined previously as the correct process for claims failing for this error,"Request in the incident:....To update Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800.....Resolution:....Updated Tables ZFI_EMCLM_AR, ZFI_EMCLM_INV & ZFI_EMLUW_STATUS for Claim ID 118778223800 following the steps provided in the incident. Business confirmed for closure. Hence closing the incident.",Sap Errors SAP Retail (FMS1) NA,FIN_EYEMED_US_EYD_XXXX : Error on the claim # 118778223800 in the  table  ZFI_EMCLM_AR
2025-03-21,21:16:59,202512,A3254109L,P3 - Normal,Solved,Closed,2025-04-06,202620,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,MISIUR CHRIS,Tushar Adit,Incident,Closed,2025-04-06,Enter a description of your request : The following Shipment Orders are not appearing in MIM for the respective locations: B205 8871680552 8871680551 B196 8873741176 B051 8873741206 B178 8873741181 ..System (RP1/CP1/MIM) : MIM..Brand : Oakley RetailNA..Country : North America..SAP Site # : B205 B196 B051 B178..SAP User ID : 764270..Is this a MIM issue? : true..MIM User ID : 764270,User confirmed that he was able to locate all the shipments below which are now appearing in MIM.,Sap Errors SAP Retail (FMS1) NA,SCM_PURASN_US_OAK_XXXX : Shipment Orders are not appearing in MIM/FIORI
2025-03-21,21:16:59,202512,A3254109L,P3 - Normal,Suspended,Work in progress,2025-04-01,202123,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,MISIUR CHRIS,Tushar Adit,Incident,Closed,2025-04-06,Enter a description of your request : The following Shipment Orders are not appearing in MIM for the respective locations: B205 8871680552 8871680551 B196 8873741176 B051 8873741206 B178 8873741181 ..System (RP1/CP1/MIM) : MIM..Brand : Oakley RetailNA..Country : North America..SAP Site # : B205 B196 B051 B178..SAP User ID : 764270..Is this a MIM issue? : true..MIM User ID : 764270,User confirmed that he was able to locate all the shipments below which are now appearing in MIM.,Sap Errors SAP Retail (FMS1) NA,SCM_PURASN_US_OAK_XXXX : Shipment Orders are not appearing in MIM/FIORI
2025-03-21,21:16:59,202512,A3254109L,P3 - Normal,To be defined,Work in progress,2025-03-24,135906,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,MISIUR CHRIS,Tushar Adit,Incident,Closed,2025-04-06,Enter a description of your request : The following Shipment Orders are not appearing in MIM for the respective locations: B205 8871680552 8871680551 B196 8873741176 B051 8873741206 B178 8873741181 ..System (RP1/CP1/MIM) : MIM..Brand : Oakley RetailNA..Country : North America..SAP Site # : B205 B196 B051 B178..SAP User ID : 764270..Is this a MIM issue? : true..MIM User ID : 764270,User confirmed that he was able to locate all the shipments below which are now appearing in MIM.,Sap Errors SAP Retail (FMS1) NA,SCM_PURASN_US_OAK_XXXX : Shipment Orders are not appearing in MIM/FIORI
2025-03-21,21:16:59,202512,A3254109L,P3 - Normal,Work in progress,Solved,2025-04-01,202611,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,MISIUR CHRIS,Tushar Adit,Incident,Closed,2025-04-06,Enter a description of your request : The following Shipment Orders are not appearing in MIM for the respective locations: B205 8871680552 8871680551 B196 8873741176 B051 8873741206 B178 8873741181 ..System (RP1/CP1/MIM) : MIM..Brand : Oakley RetailNA..Country : North America..SAP Site # : B205 B196 B051 B178..SAP User ID : 764270..Is this a MIM issue? : true..MIM User ID : 764270,User confirmed that he was able to locate all the shipments below which are now appearing in MIM.,Sap Errors SAP Retail (FMS1) NA,SCM_PURASN_US_OAK_XXXX : Shipment Orders are not appearing in MIM/FIORI
2025-03-21,21:16:59,202512,A3254109L,P3 - Normal,Work in progress,Suspended,2025-04-01,164346,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,MISIUR CHRIS,Tushar Adit,Incident,Closed,2025-04-06,Enter a description of your request : The following Shipment Orders are not appearing in MIM for the respective locations: B205 8871680552 8871680551 B196 8873741176 B051 8873741206 B178 8873741181 ..System (RP1/CP1/MIM) : MIM..Brand : Oakley RetailNA..Country : North America..SAP Site # : B205 B196 B051 B178..SAP User ID : 764270..Is this a MIM issue? : true..MIM User ID : 764270,User confirmed that he was able to locate all the shipments below which are now appearing in MIM.,Sap Errors SAP Retail (FMS1) NA,SCM_PURASN_US_OAK_XXXX : Shipment Orders are not appearing in MIM/FIORI
2025-03-22,12:43:44,202512,A3254790L,P3 - Normal,Feedback received,Forwarded,2025-03-25,122921,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-04-02,"NL003701..The store called because she did a store to store transfer on the 20th of this month but it is not showing up on the records...The transfer was made but when she tries to look it up,it doesn't exist on the records...On the other hand when she tried to do the transfer today,it shows as the transfer is already made and it doesn't let her...The transfer contains 5 glasses which she will send me the UPCs...Transfer number : 4416360111",We shared the required analysis to user.,APPLICATION ISSUE,SCM_STR-TR_NL_XXX_P800: STO issue
2025-03-22,12:43:44,202512,A3254790L,P3 - Normal,Forwarded,Work in progress,2025-03-25,140159,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-04-02,"NL003701..The store called because she did a store to store transfer on the 20th of this month but it is not showing up on the records...The transfer was made but when she tries to look it up,it doesn't exist on the records...On the other hand when she tried to do the transfer today,it shows as the transfer is already made and it doesn't let her...The transfer contains 5 glasses which she will send me the UPCs...Transfer number : 4416360111",We shared the required analysis to user.,APPLICATION ISSUE,SCM_STR-TR_NL_XXX_P800: STO issue
2025-03-22,12:43:44,202512,A3254790L,P3 - Normal,Solved,Closed,2025-04-02,222751,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-04-02,"NL003701..The store called because she did a store to store transfer on the 20th of this month but it is not showing up on the records...The transfer was made but when she tries to look it up,it doesn't exist on the records...On the other hand when she tried to do the transfer today,it shows as the transfer is already made and it doesn't let her...The transfer contains 5 glasses which she will send me the UPCs...Transfer number : 4416360111",We shared the required analysis to user.,APPLICATION ISSUE,SCM_STR-TR_NL_XXX_P800: STO issue
2025-03-22,12:43:44,202512,A3254790L,P3 - Normal,Suspended,Feedback received,2025-03-25,112346,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-04-02,"NL003701..The store called because she did a store to store transfer on the 20th of this month but it is not showing up on the records...The transfer was made but when she tries to look it up,it doesn't exist on the records...On the other hand when she tried to do the transfer today,it shows as the transfer is already made and it doesn't let her...The transfer contains 5 glasses which she will send me the UPCs...Transfer number : 4416360111",We shared the required analysis to user.,APPLICATION ISSUE,SCM_STR-TR_NL_XXX_P800: STO issue
2025-03-22,12:43:44,202512,A3254790L,P3 - Normal,To be defined,Work in progress,2025-03-22,124710,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-04-02,"NL003701..The store called because she did a store to store transfer on the 20th of this month but it is not showing up on the records...The transfer was made but when she tries to look it up,it doesn't exist on the records...On the other hand when she tried to do the transfer today,it shows as the transfer is already made and it doesn't let her...The transfer contains 5 glasses which she will send me the UPCs...Transfer number : 4416360111",We shared the required analysis to user.,APPLICATION ISSUE,SCM_STR-TR_NL_XXX_P800: STO issue
2025-03-22,12:43:44,202512,A3254790L,P3 - Normal,Work in progress,Solved,2025-03-28,212745,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-04-02,"NL003701..The store called because she did a store to store transfer on the 20th of this month but it is not showing up on the records...The transfer was made but when she tries to look it up,it doesn't exist on the records...On the other hand when she tried to do the transfer today,it shows as the transfer is already made and it doesn't let her...The transfer contains 5 glasses which she will send me the UPCs...Transfer number : 4416360111",We shared the required analysis to user.,APPLICATION ISSUE,SCM_STR-TR_NL_XXX_P800: STO issue
2025-03-22,12:43:44,202512,A3254790L,P3 - Normal,Work in progress,Suspended,2025-03-22,124719,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-04-02,"NL003701..The store called because she did a store to store transfer on the 20th of this month but it is not showing up on the records...The transfer was made but when she tries to look it up,it doesn't exist on the records...On the other hand when she tried to do the transfer today,it shows as the transfer is already made and it doesn't let her...The transfer contains 5 glasses which she will send me the UPCs...Transfer number : 4416360111",We shared the required analysis to user.,APPLICATION ISSUE,SCM_STR-TR_NL_XXX_P800: STO issue
